Pos_TX	Vel_TX	Acc_TX	Pos_TY	Vel_TY	Acc_TY	Pos_TZ	Vel_TZ	Acc_TZ
-9.920866744618906941e-01	3.706668142511145014e-02	4.700628239785410029e-02	-2.339255657656767462e-01	7.691179124584625326e-02	1.524039018583893401e-02	6.990489242900213007e-01	-1.393642804539013680e-01	-2.394156606475634219e-01
-8.989757468010215469e-01	1.190130305695021873e-01	1.911755300331190177e-01	-5.324363130741529559e-01	-2.506988668347446270e-01	-3.347484443215607008e-01	5.820825620276243173e-01	-2.457998603007908733e-01	-4.215966937254782554e-01
-1.116435134615913594e+00	-7.556189277496044854e-02	-1.441850963599852486e-01	-3.517178123389513855e-01	-5.805887520659058776e-02	-1.043391441649568208e-01	5.491347336859191408e-01	-2.757345852677429709e-01	-4.721192988816213520e-01
-8.343847302489775242e-01	1.747164172918598268e-01	2.924441808566565770e-01	-5.714742065782515978e-02	2.587685926227099587e-01	2.600992433025914874e-01	6.112769026836819553e-01	-2.191344442784507462e-01	-3.729858851217861537e-01
-9.879683781939146980e-01	3.711581386413465716e-02	5.612054287993627905e-02	-3.688812379420942644e-01	-8.076628583403619444e-02	-1.087112945199794761e-01	1.015461928886977727e+00	1.486074109747773653e-01	2.650360272457247257e-01
-9.176106109313415526e-01	9.898009553727775411e-02	1.658353578438293285e-01	-3.594977625488523509e-01	-7.181987357098992830e-02	-9.035501222057072679e-02	8.902093373575226121e-01	3.487602450892898082e-02	6.862150726468467521e-02
-1.078473697852726509e+00	-4.500800926448843275e-02	-8.161132016398334188e-02	-1.992581975840819197e-01	1.009968566049325028e-01	1.079100124636339225e-01	1.120350697147539432e+00	2.443946869542567013e-01	4.318380523524789072e-01
-1.122491125490726827e+00	-8.489833400122674678e-02	-1.484346575964354542e-01	-3.542010839915153975e-01	-6.740009418602185831e-02	-7.530256868797764735e-02	8.425696206293535884e-01	-8.033044429281453735e-03	-5.472783337860631127e-03
-1.030973959762308434e+00	-4.049793879779559416e-03	-5.835947585065035664e-03	-1.957069270665057759e-01	1.040110383713355457e-01	1.182699400658397543e-01	7.667147231670945473e-01	-7.679831842771342454e-02	-1.244853527513125752e-01
-1.271845138707675016e+00	-2.191449361665536166e-01	-3.767733801551373385e-01	-2.426993286159539465e-01	5.291319630061695756e-02	6.366950687730056624e-02	9.468775037115397808e-01	8.729224787555887877e-02	1.599647343547639378e-01
