theta1	omega1	alpha1	theta2	omega2	alpha2
1.060378978249719578e-01	-2.348820498977367333e+00	1.692400354015540787e+00	7.708158235067907871e-01	3.234831890172852331e-01	-7.223482129572683874e+00
1.466516719580706063e-01	-2.581552004982523130e+00	1.099199016585773236e+00	4.126555613804923084e-01	4.560359434952239721e-01	-5.197692932119190701e+00
1.713299819857943551e-01	-3.103368936853717397e+00	4.583731275456234266e-01	5.417195190247714454e-01	-8.160957959222168989e-02	-7.008104154473170588e+00
1.598088038079263640e-02	-2.507861672818281651e+00	6.623132410634768874e-02	6.482219868931856643e-01	2.837679345612797999e-02	-6.857125087708488387e+00
7.775345334106373296e-02	-2.921762884677812977e+00	1.416112390690483780e+00	7.298330344667894876e-01	-1.123975476500502224e-01	-6.333374934856078831e+00
1.122978870707361798e-01	-2.814742949680543393e+00	9.310043740527261802e-01	8.519871600849654447e-01	-3.298189507291967582e-01	-6.798143959957970495e+00
-1.440906924042979764e-01	-2.309246488238310135e+00	2.158361371112026195e+00	1.057261603877554634e+00	-4.240440990495122908e-01	-6.754490072996969019e+00
-1.715038342222210133e-01	-3.141808199399831913e+00	2.127852006095340531e+00	6.317315090978122827e-01	-4.920173727421583987e-02	-5.931444062987480059e+00
5.902498040463007717e-02	-3.187214018811545202e+00	1.951358333432287484e+00	7.666712012528343889e-01	-7.495188360918747517e-01	-6.588644071520013412e+00
-1.386291186187053534e-02	-2.613924162792719663e+00	2.085998524980270830e+00	7.085768760769030061e-01	-3.604461990392945903e-01	-6.474853545003291799e+00
5.125131717208575299e-02	-2.950567483006671932e+00	3.214594309924746263e+00	7.032448796542837277e-01	-1.816989990701683433e-01	-6.335582313285419431e+00
-1.256659017391199840e-01	-3.191077583140839558e+00	2.193444055511379887e+00	7.410620651161284878e-01	-5.295748075221513584e-01	-6.529237224602153944e+00
-5.091604747721671653e-02	-2.849946595238631808e+00	3.356053723831224467e+00	6.689408652344862594e-01	-2.339021469225338046e-01	-6.705001240778410754e+00
-1.142983741138270670e-01	-3.143479085198360501e+00	2.774709806612498220e+00	9.360715909374195398e-01	-4.617919533526144704e-01	-7.499563734759374434e+00
-5.760270841891550891e-02	-3.254223843033446251e+00	2.639486985676426034e+00	6.092571034020587417e-01	3.675302217087081935e-01	-6.482009971517037172e+00
-1.407880076756118926e-01	-2.543000730774516605e+00	4.187853794465330459e+00	6.989646005450985689e-01	-3.503947831486333153e-01	-7.211127078016964731e+00
-1.114665905078269514e-01	-2.993200070048843031e+00	1.967837806782738674e+00	5.791116501654733906e-01	-5.143977352362520961e-01	-5.282591898169728850e+00
-3.476745471886670269e-01	-3.032395944497960016e+00	2.156178979980030608e+00	9.522343947308157253e-01	-4.075560153523690721e-01	-8.001150428057677289e+00
-1.058855664481285208e-01	-2.714522467804479255e+00	1.837077150711288853e+00	6.882794277919481729e-01	-2.843491295090056492e-01	-7.775552826501326287e+00
-1.280059394172483045e-01	-2.459749776129078747e+00	3.122412673927116966e+00	5.299529644295444264e-01	-6.839900982474365065e-01	-6.759038465728393064e+00
