# theta1	omega1	alpha1	theta2	omega2	alpha2
-5.989640560091007426e-01	7.765140275365524758e+00	-1.386790930550669376e+00	4.438990213937221707e-01	-4.893048322085633117e+00	-1.900806858283202505e+00
-6.074698048891041813e-01	7.861806091749031111e+00	-1.338010216633434446e+00	4.319374726598616543e-01	-4.817012185198791485e+00	-1.931115853618492917e+00
-6.156691491483541334e-01	7.955983118843050761e+00	-1.288633759019582659e+00	4.197881775383602299e-01	-4.742563138767877717e+00	-1.960955018717740472e+00
-6.235584185232339038e-01	8.047618994642334656e+00	-1.238677258937755710e+00	4.074540367703968213e-01	-4.669861495920258676e+00	-1.990334767293826079e+00
-6.311340417531189351e-01	8.136658489429748897e+00	-1.188156753608932359e+00	3.949378835118063091e-01	-4.599057102243364170e+00	-2.019266481468491747e+00
-6.383925485884812678e-01	8.223053951933252392e+00	-1.137088603197414116e+00	3.822424773356193906e-01	-4.530292059738599164e+00	-2.047762454410911204e+00
-6.453305719229363024e-01	8.306758396494501540e+00	-1.085489462109580749e+00	3.693704976109986604e-01	-4.463698043794238401e+00	-2.075835834545286751e+00
-6.519448496194528708e-01	8.387720993401273972e+00	-1.033376284771067466e+00	3.563245391549226260e-01	-4.399393981041043844e+00	-2.103500554847951509e+00
-6.582322263935461715e-01	8.465895545293790292e+00	-9.807663384604906609e-01	3.431071085677739330e-01	-4.337488693431964748e+00	-2.130771255763714400e+00
-6.641896554437696221e-01	8.541237153835083973e+00	-9.276771679095892065e-01	3.297206180860892122e-01	-4.278079115220407402e+00	-2.157663222890994881e+00
-6.698142003061469119e-01	8.613697001467016889e+00	-8.741266056110967853e-01	3.161673823493267865e-01	-4.221247429340792223e+00	-2.184192303604077789e+00
-6.751030373916064864e-01	8.683224484029210544e+00	-8.201328066668581718e-01	3.024496169065937212e-01	-4.167061485322165026e+00	-2.210374808174913053e+00
-6.800534569833366350e-01	8.749771830375323134e+00	-7.657142236553053927e-01	2.885694334746426448e-01	-4.115576434044896814e+00	-2.236227435587687218e+00
-6.846628651072959038e-01	8.813286519560108445e+00	-7.108896205622754483e-01	2.745288377815154335e-01	-4.066830486458229643e+00	-2.261767177735865442e+00
-6.889287866480082734e-01	8.873707503135051411e+00	-6.556781209937894150e-01	2.603297298075295529e-01	-4.020842110019657412e+00	-2.287011200780695752e+00
-6.928488670806928207e-01	8.930974561931691369e+00	-6.000992234201731890e-01	2.459739022735218106e-01	-3.977614895877650270e+00	-2.311976742107090477e+00
-6.964208745241482479e-01	8.985019718436547009e+00	-5.441728254590456615e-01	2.314630399989281995e-01	-3.937131813337032327e+00	-2.336680998531476927e+00
-6.996427030725189677e-01	9.035768268770112854e+00	-4.879192718930141504e-01	2.167987211823810545e-01	-3.899355387221589808e+00	-2.361140995058564229e+00
-7.025123748659598544e-01	9.083138820649452327e+00	-4.313593924838231564e-01	2.019824180493942356e-01	-3.864227589796769280e+00	-2.385373460870110041e+00
-7.050280437239987430e-01	9.127035680235081827e+00	-3.745145651071676296e-01	1.870154996293466598e-01	-3.831663706643666956e+00	-2.409394683053389219e+00
-7.071879995439773747e-01	9.167355454120112768e+00	-3.174067958481692209e-01	1.718992359632713907e-01	-3.801556793341205776e+00	-2.433220345760033432e+00
-7.089906707771610472e-01	9.203982084883946868e+00	-2.600587691520757083e-01	1.566348004451003639e-01	-3.773773608076908204e+00	-2.456865388665306682e+00
-7.104346304594018058e-01	9.236781887853908302e+00	-2.024939503987163159e-01	1.412232765661494971e-01	-3.748150081777907872e+00	-2.480343822446431812e+00
-7.115186009223961605e-01	9.265608707361877805e+00	-1.447366775806866179e-01	1.256656638135918991e-01	-3.724495605210449867e+00	-2.503668551564747879e+00
-7.122414585909241369e-01	9.290296712142833258e+00	-8.681225858595481570e-02	1.099628842026163511e-01	-3.702586471733752660e+00	-2.526851190836817640e+00
-7.126022423536790829e-01	9.310658999418928161e+00	-2.874710666509997653e-02	9.411579295432900838e-02	-3.682164440251654014e+00	-2.549901846948769091e+00
-7.126001591130869395e-01	9.326489801331408813e+00	2.943114383952129959e-02	7.812518679528997201e-02	-3.662938519102908685e+00	-2.572828916387380538e+00
-7.122345920350722226e-01	9.337557900521659349e+00	8.769349649722679718e-02	6.199181552083522784e-02	-3.644578848253331671e+00	-2.595638859575013058e+00
-7.115051112571901815e-01	9.343607577044451773e+00	1.460094325041955687e-01	4.571639653797473363e-02	-3.626717424901244158e+00	-2.618335956405685838e+00
-7.104114813620264757e-01	9.344356726586482864e+00	2.043467572827396550e-01	2.929962673293071140e-02	-3.608946251493762247e+00	-2.640922067335355727e+00
-7.089536740080220056e-01	9.339495510852330540e+00	2.626714287762054179e-01	1.274220000191744924e-02	-3.590816189881024911e+00	-2.663396377552859740e+00
-7.071318801857784386e-01	9.328683275185497337e+00	3.209473758287273437e-01	-3.955175057364465618e-03	-3.571833629119055331e+00	-2.685755130935374435e+00
-7.049465217534702788e-01	9.311549806423755626e+00	3.791363049506674687e-01	-2.079175764562282008e-02	-3.551462024196780476e+00	-2.707991352085414416e+00
-7.023982678835134497e-01	9.287697140781943972e+00	4.371975315803360296e-01	-3.776675185658658063e-02	-3.529123907004304783e+00	-2.730094595350930131e+00
-6.994880497095949945e-01	9.256690395964739082e+00	4.950877682180011563e-01	-5.487928500643864116e-02	-3.504191287702951740e+00	-2.752050648782457642e+00
-6.962170768611123384e-01	9.218073173913069240e+00	5.527609359097929165e-01	-7.212838358503283198e-02	-3.476002228796460258e+00	-2.773841263846203109e+00
-6.925868560853140066e-01	9.171354134893533683e+00	6.101680149868673464e-01	-8.951294664738752849e-02	-3.443846598007212378e+00	-2.795443927944520013e+00
-6.885992097599895612e-01	9.116012427577061317e+00	6.672568071879755314e-01	-1.070317186923228636e-01	-3.406972074320719912e+00	-2.816831542815103173e+00
-6.842562963288960631e-01	9.051520227137984875e+00	7.239718489525254208e-01	-1.246832603005042506e-01	-3.364608690164459404e+00	-2.837972267206236854e+00
-6.795606311044311010e-01	8.977316503547854154e+00	7.802542675085968327e-01	-1.424659178858746211e-01	-3.315940619621642327e+00	-2.858829298260808560e+00
-6.745151078618594198e-01	8.892833545456539923e+00	8.360416688133753826e-01	-1.603777921254772587e-01	-3.260135194153463090e+00	-2.879360689617455282e+00
-6.691230210159214709e-01	8.797498093395176966e+00	8.912680910731196615e-01	-1.784167054835066601e-01	-3.196344380216942227e+00	-2.899519241679192394e+00
-6.633880879428870614e-01	8.690740843889841472e+00	9.458640004606991836e-01	-1.965801691832686215e-01	-3.123715445364041443e+00	-2.919252439702685997e+00
-6.573144711399838691e-01	8.572006656206610842e+00	9.997563468937084030e-01	-2.148653500008966821e-01	-3.041402441968784842e+00	-2.938502459423398605e+00
-6.509067998260019694e-01	8.440766419306385160e+00	1.052868688549519316e+00	-2.332690373376608839e-01	-2.948579585636707634e+00	-2.957206250088697974e+00
-6.441701904916150578e-01	8.296531602447487330e+00	1.105121397388137305e+00	-2.517876111103723447e-01	-2.844457707180254147e+00	-2.975295708944713180e+00
-6.371102658225566984e-01	8.138864217361685860e+00	1.156431955473593121e+00	-2.704170111119552633e-01	-2.728295546250137704e+00	-2.992697958535185609e+00
-6.297331722869452530e-01	7.967400206518561845e+00	1.206715309284041249e+00	-2.891527076719961897e-01	-2.599426396162243691e+00	-3.009335690033291932e+00
-6.220455933238580037e-01	7.781864694581884123e+00	1.255884424278682410e+00	-3.079896765426540783e-01	-2.457275447746496866e+00	-3.025127734329172036e+00
-6.140547606455979412e-01	7.582081417727749795e+00	1.303850834424753469e+00	-3.269223760324831418e-01	-2.301370984693448918e+00	-3.039989629165406271e+00
-6.057684609135105536e-01	7.367998884152711980e+00	1.350525361757322074e+00	-3.459447287699614071e-01	-2.131374359783194450e+00	-3.053834380856589981e+00
-5.971950376720032150e-01	7.139701873311082636e+00	1.395818916696271561e+00	-3.650501086410517515e-01	-1.947093645037512033e+00	-3.066573322026733273e+00
-5.883433880582603637e-01	6.897427625370596616e+00	1.439643409626036874e+00	-3.842313332489464273e-01	-1.748503129233540676e+00	-3.078117099307687177e+00
-5.792229535466028034e-01	6.641578025978105870e+00	1.481912742911111636e+00	-4.034806629231565411e-01	-1.535757829954718545e+00	-3.088376758425420476e+00
-5.698437039787068725e-01	6.372729749457448634e+00	1.522543862577693918e+00	-4.227898071413275227e-01	-1.309206522958220376e+00	-3.097264905324979889e+00
