theta1	omega1	alpha1	theta2	omega2	alpha2
-2.793216614266464393e-01	-2.413258986879253776e+00	4.541138903258115533e+00	6.808582196337914505e-01	-9.286609308704586452e-01	-6.775078481490197646e+00
-2.913253500214512126e-01	-2.390284064929534935e+00	4.652852636977058864e+00	6.761325265815582020e-01	-9.624391994514236437e-01	-6.741802983179809416e+00
-3.032128230923417656e-01	-2.366752394416885341e+00	4.763937663153910762e+00	6.712384453331866618e-01	-9.960442353178291519e-01	-6.705775780415933696e+00
-3.149813060353887084e-01	-2.342667130813027576e+00	4.874388234733942227e+00	6.661768755315915502e-01	-1.029462587043063149e+00	-6.667117538369780050e+00
-3.266280401352369411e-01	-2.318031465005811143e+00	4.984196165599087180e+00	6.609487824673081491e-01	-1.062681408875233213e+00	-6.625950016025285549e+00
-3.381502825880701169e-01	-2.292848632728130109e+00	5.093350684722508959e+00	6.555551942448855085e-01	-1.095688466801866490e+00	-6.582395780862270840e+00
-3.495453070012792818e-01	-2.267121937787242913e+00	5.201836118805658771e+00	6.499971985284784814e-01	-1.128472137595230906e+00	-6.536577015859052153e+00
-3.608104038242411216e-01	-2.240854768385848406e+00	5.309634201610606397e+00	6.442759394377456372e-01	-1.161021410135119281e+00	-6.488616386390958723e+00
-3.719428806103093343e-01	-2.214050606839256918e+00	5.416726147321924145e+00	6.383926146133277468e-01	-1.193325888389227041e+00	-6.438637559297148982e+00
-3.829400623198789266e-01	-2.186713037871026888e+00	5.523088672846597547e+00	6.323484722909038513e-01	-1.225375794055559409e+00	-6.386763664448608324e+00
-3.937992923871377338e-01	-2.158845769976414086e+00	5.628696308941243842e+00	6.261448078988920418e-01	-1.257161963896064716e+00	-6.333117953537566791e+00
-4.045179332426199759e-01	-2.130452643386537392e+00	5.733521881595152081e+00	6.197829610630147812e-01	-1.288675850921375821e+00	-6.277823710316624783e+00
-4.150933664996873107e-01	-2.101537636487992078e+00	5.837536914377551511e+00	6.132643127264251204e-01	-1.319909524017987001e+00	-6.221004097349350559e+00
-4.255229940919671439e-01	-2.072104877144430812e+00	5.940710386643786478e+00	6.065902819028350379e-01	-1.350855667135530958e+00	-6.162782071958986307e+00
-4.358042391929691783e-01	-2.042158651094995392e+00	6.043010104049812981e+00	5.997623225397425983e-01	-1.381507578038030148e+00	-6.103280297603419058e+00
-4.459345467952731679e-01	-2.011703407733063553e+00	6.144402899208785129e+00	5.927819205540453273e-01	-1.411859166196243631e+00	-6.042620813568419180e+00
-4.559113841682846946e-01	-1.980743764867036516e+00	6.244854399581072357e+00	5.856505909523295195e-01	-1.441904949770310029e+00	-5.980925293722179958e+00
