theta1	omega1	alpha1	theta2	omega2	alpha2
3.227780445828378308e+00	9.820155882162628913e-01	-1.117087808115471859e+01	4.517642871974681285e+00	-2.825633607215395138e+00	-9.654650745038217963e-01
1.837968055963427494e+00	-3.998991065984140447e-01	-1.859977334065241017e+00	2.726992862602226619e+00	6.960708564184833191e-01	-1.210862791868913213e+01
1.880767541507861296e+00	-5.083643444623467955e-01	-6.018198961146115522e+00	-8.641265065988787963e-01	-5.524571504277371314e-01	-4.071785582908577616e+00
3.500924523711990588e+00	6.870169089598651690e-02	8.947498529770316011e+00	3.698686198548612136e+00	4.260003048695004679e-05	1.559229648937728641e+01
1.432290341339039763e+00	1.748228109563373378e+00	6.079123239611319285e+00	2.898846474983877819e+00	-1.246455196285229272e+00	-3.198301970065679001e+01
3.409428883834085156e+00	-1.142980459061124360e-01	-1.859831781506198434e+00	-2.947852588077338520e+00	-8.343817001830586833e-01	-2.923768590592173666e+01
3.845197942673883595e+00	2.015835126878101624e-01	4.711238873489489443e-01	1.466641934813728509e+00	-4.274504646178553635e+00	9.062363994023819203e+00
5.091274548181055515e+00	-3.674911368721758276e-01	8.861197833417728376e+00	4.682189218067713377e+00	-1.571507193584250395e+00	-1.823828892295387760e+01
1.759542611300754622e+00	-1.615602245641465928e-01	-3.792857346214084213e+00	-2.243548849025529535e-01	2.207702648866920470e-01	-1.413773480594691634e+01
4.520520733450661410e+00	7.508111027118258285e-01	6.567054020799717229e+00	-3.353659136755428705e+00	1.338552372841397275e-01	-1.725537162404436486e+01
3.342613604830436902e+00	-1.987376773813271866e-02	1.366926613715052419e+00	1.128554015196346239e+00	-1.236493473165736212e+00	-7.389220627430995947e+00
3.836056317420299955e+00	6.973325824607776724e-01	-5.781021452175734154e+00	2.578983856364349680e-01	-2.696181973485869854e+00	-7.900560662189064054e+00
3.362635225381650272e+00	-1.109806153544437457e+00	6.597929124860617556e-01	-4.097587694160098604e-01	-1.172457832825447355e+00	-7.684706174739769580e+00
2.503130968573488602e+00	2.943666584203323833e-01	-2.759462789977673580e+00	4.325940408067886267e+00	4.765334128029108385e-02	-3.495634822596504421e+01
2.270986038011463926e+00	1.185313253350365859e+00	-1.104519644675282919e+01	1.920208576540362033e+00	-1.165602432429944990e+00	8.504794800353529638e+00
3.506213322605288507e+00	-2.140859491411939430e-01	3.807638268355250766e+00	7.743106585765874295e-01	-2.561501520955067335e-01	-4.281273622455953998e+00
2.346106724205292871e+00	-1.082518635666438911e+00	-4.006642756141008732e+00	-6.008139416514134190e+00	1.519456098559223367e+00	-1.619631950141619114e+01
3.874458402253433853e+00	1.973695030220844471e+00	-3.326710125590293554e+00	3.421647651961484016e+00	-5.581570851383080623e+00	-6.994180364543259643e+00
3.694552707438726546e+00	-6.851744419632428418e-01	-4.171970076508396019e+00	1.621142841076040675e+00	-2.254543123898896440e+00	-4.729105133702078945e+01
3.772725782077215761e+00	2.976800576271557142e-01	4.733785395400047946e+00	-1.203841743506658624e+00	-1.400793047531403879e+00	-3.867852647079892847e+01
2.738724256514061040e+00	9.545308481213873875e-02	6.372741258024565703e-01	2.725875559179455898e-01	-2.389958548772549651e+00	-2.816964861210923843e+01
3.478917139635406386e+00	7.260657692386350837e-01	-7.371204376551957260e+00	6.317856386920742695e-01	-3.117675920990801153e+00	2.495019781735287268e+01
3.453778451440241870e+00	-3.492711229617101454e-01	7.815038508862640398e+00	1.035028393498114152e-01	-4.170394043271653750e+00	-2.176533440945103592e+00
2.299329644854956278e+00	-8.217405650395896988e-01	-7.052925518747927836e-01	2.445829061931292792e-01	-4.696619020713912462e+00	-5.337414777096080698e+00
3.642157590823388080e+00	7.802999018162806166e-01	-2.815340587525748006e+00	-2.824338670418267583e+00	-4.711072973562869137e+00	-1.324726417362760422e+01
3.808869014659409302e+00	4.924138870276223434e-01	-2.036986189417353543e+00	6.905612355430511551e-01	-4.044942973627974503e+00	-1.680646142590396508e+01
5.193416876862446685e+00	5.023772914914674814e-01	-1.339396112002062900e+01	-2.957065024555786348e+00	-4.028260234515954608e+00	-4.410931638215565442e+00
4.100996667730532508e+00	-8.179878781646154895e-02	-1.461353547551769161e+01	1.320475947656263083e+00	-1.374914849681519113e+00	8.681403717706817957e+00
2.479888788470880012e+00	9.934797493317736317e-01	-2.675714900724269985e+00	-7.984129897431064826e-01	-3.860180942967740947e+00	-7.192821897371727502e+00
3.693797877830978127e+00	-5.791641373035942841e-01	-6.901296076770601751e+00	-2.303998336189436724e-01	-4.800323377328814534e-01	-1.634365236118276599e+01
2.422422966371539310e+00	-6.203597328157790525e-01	-1.877849465727433165e+00	-6.679043350416713487e-02	-5.773939323559307724e+00	-2.306782788604346379e+00
2.829136887098980147e+00	-1.196124599668322075e+00	-7.600926702259638290e-01	6.983306722975938241e-01	-2.918111523977482413e+00	-1.539556258566240921e+01
2.002928476185910522e+00	-2.275039267578132240e-01	-5.079335765075111198e+00	6.165784943063560286e-01	-3.470126197056271344e+00	-2.087311117010432326e+01
2.693237001714457790e+00	1.117875800966255939e-02	-1.231994201906388930e+01	-4.422082346065664638e+00	-3.336057754095978822e+00	-1.948248801128046281e+01
